    Finished `release` profile [optimized] target(s) in 3.10s
     Running `target/release/examples/reward_benchmark --c1-readout --c1-diagnostic --c1-eval-aligned-rstdp --c1-btsp --c1-btsp-target-gated --c1-btsp-no-r2-isolation --c1-btsp-window-ms 200 --c1-btsp-strength 0.4 --c1-btsp-teacher-recurrent-e-scale 1.0 --c1-btsp-teacher-recurrent-i-scale 0.3 --c1-teacher-strength 1.0 --seeds 42 --epochs 32 --teacher-forcing --target-clamp-strength 500 --teacher-ms 40 --corpus-vocab 64 --dg-bridge --plasticity-off-during-eval --decorrelated-init`
[iter-66] c1_readout mode=trained seeds=[42] epochs=32 vocab=64 dg=true c1.size=1000 c1.sparsity_k=20 c1.from_r2_fanout=30 c1.teacher_strength=1.00 clamp=500 teacher_ms=40 recall_mode_eval=true
[iter-63 trained] seed=42 decorrelated init: vocab=64 R2_N=2000 R2-E=1400 block_size=21 (disjoint invariant ✓)
[iter-63 trained] seed=42 DG bridge: dg_size=4000 dg_k=80 dg_to_r2_fanout=30 dg_to_r2_weight=1.00 direct_r1r2_scale=0.00
[iter-66 trained] seed=42 C1 readout: c1_size=1000 sparsity_k=20 from_r2_fanout=30 init_w_max=0.50 teacher_strength=1.00 (R2-E→C1 plastic, M_target gated)
[iter-66 diag] seed=42 pre-train: r2_r2_synapses=199492 r2c1_synapses=42000 r2c1_l2=59.0621 r2c1_mean_w=0.2496 r2c1_init_w_max=0.50
[iter-66 diag] seed=42 epoch=11/32 teacher: trials=256 c1_active_frac=1.000 c1_spikes_mean=6345.71 clamp_eff=1.000 | eval: kwta_empty=0/32 target_in_dict=7/32 spikes_mean=6706.34 top3_r2=0.0312 top3_c1=0.0312 mrr_c1=0.0570 raw_overlap=0.014 dict_concepts=64 | r2c1: l2=163.7564 nz_upd=42000 max|Δw|=0.8000 sum|Δw|=23089.2278 tgt_w=0.7985 non_w=0.7974 w_ratio=1.001 | btsp: plateau_events=226512 potentiation_events=18735600
[iter-66 diag] seed=42 epoch=12/32 teacher: trials=256 c1_active_frac=1.000 c1_spikes_mean=6346.46 clamp_eff=1.000 | eval: kwta_empty=0/32 target_in_dict=5/32 spikes_mean=6704.75 top3_r2=0.0625 top3_c1=0.0625 mrr_c1=0.0553 raw_overlap=0.014 dict_concepts=64 | r2c1: l2=163.7563 nz_upd=42000 max|Δw|=0.8000 sum|Δw|=23089.2271 tgt_w=0.7985 non_w=0.7974 w_ratio=1.001 | btsp: plateau_events=226512 potentiation_events=18735600
[iter-66 diag] seed=42 epoch=13/32 teacher: trials=256 c1_active_frac=1.000 c1_spikes_mean=6343.43 clamp_eff=1.000 | eval: kwta_empty=0/32 target_in_dict=8/32 spikes_mean=6707.69 top3_r2=0.0000 top3_c1=0.1250 mrr_c1=0.1067 raw_overlap=0.019 dict_concepts=64 | r2c1: l2=163.7564 nz_upd=42000 max|Δw|=0.8000 sum|Δw|=23089.2384 tgt_w=0.7985 non_w=0.7974 w_ratio=1.001 | btsp: plateau_events=226512 potentiation_events=18735600
[iter-66 diag] seed=42 epoch=14/32 teacher: trials=256 c1_active_frac=1.000 c1_spikes_mean=6343.21 clamp_eff=1.000 | eval: kwta_empty=0/32 target_in_dict=11/32 spikes_mean=6706.22 top3_r2=0.0000 top3_c1=0.0938 mrr_c1=0.0780 raw_overlap=0.017 dict_concepts=64 | r2c1: l2=163.7563 nz_upd=42000 max|Δw|=0.8000 sum|Δw|=23089.2211 tgt_w=0.7985 non_w=0.7974 w_ratio=1.001 | btsp: plateau_events=226512 potentiation_events=18735600
[iter-66 diag] seed=42 epoch=15/32 teacher: trials=256 c1_active_frac=1.000 c1_spikes_mean=6345.71 clamp_eff=1.000 | eval: kwta_empty=0/32 target_in_dict=7/32 spikes_mean=6705.91 top3_r2=0.0312 top3_c1=0.0625 mrr_c1=0.0420 raw_overlap=0.014 dict_concepts=64 | r2c1: l2=163.7563 nz_upd=42000 max|Δw|=0.8000 sum|Δw|=23089.2199 tgt_w=0.7985 non_w=0.7974 w_ratio=1.001 | btsp: plateau_events=226512 potentiation_events=18735600
[iter-66 diag] seed=42 epoch=16/32 teacher: trials=256 c1_active_frac=1.000 c1_spikes_mean=6345.71 clamp_eff=1.000 | eval: kwta_empty=0/32 target_in_dict=8/32 spikes_mean=6713.97 top3_r2=0.0312 top3_c1=0.0312 mrr_c1=0.0588 raw_overlap=0.022 dict_concepts=64 | r2c1: l2=163.7563 nz_upd=42000 max|Δw|=0.8000 sum|Δw|=23089.2207 tgt_w=0.7985 non_w=0.7974 w_ratio=1.001 | btsp: plateau_events=226512 potentiation_events=18735600
[iter-66 diag] seed=42 epoch=17/32 teacher: trials=256 c1_active_frac=1.000 c1_spikes_mean=6345.81 clamp_eff=1.000 | eval: kwta_empty=0/32 target_in_dict=9/32 spikes_mean=6705.06 top3_r2=0.0312 top3_c1=0.0312 mrr_c1=0.0552 raw_overlap=0.016 dict_concepts=64 | r2c1: l2=163.7563 nz_upd=42000 max|Δw|=0.8000 sum|Δw|=23089.2197 tgt_w=0.7985 non_w=0.7974 w_ratio=1.001 | btsp: plateau_events=226512 potentiation_events=18735600
[iter-66 diag] seed=42 epoch=18/32 teacher: trials=256 c1_active_frac=1.000 c1_spikes_mean=6344.95 clamp_eff=1.000 | eval: kwta_empty=0/32 target_in_dict=8/32 spikes_mean=6706.91 top3_r2=0.0000 top3_c1=0.0000 mrr_c1=0.0339 raw_overlap=0.017 dict_concepts=64 | r2c1: l2=163.7563 nz_upd=42000 max|Δw|=0.8000 sum|Δw|=23089.2145 tgt_w=0.7985 non_w=0.7974 w_ratio=1.001 | btsp: plateau_events=226512 potentiation_events=18735600
[iter-66 diag] seed=42 epoch=19/32 teacher: trials=256 c1_active_frac=1.000 c1_spikes_mean=6345.36 clamp_eff=1.000 | eval: kwta_empty=0/32 target_in_dict=7/32 spikes_mean=6706.84 top3_r2=0.0625 top3_c1=0.0625 mrr_c1=0.0677 raw_overlap=0.016 dict_concepts=64 | r2c1: l2=163.7564 nz_upd=42000 max|Δw|=0.8000 sum|Δw|=23089.2307 tgt_w=0.7985 non_w=0.7974 w_ratio=1.001 | btsp: plateau_events=226512 potentiation_events=18735600
[iter-66 diag] seed=42 epoch=20/32 teacher: trials=256 c1_active_frac=1.000 c1_spikes_mean=6346.17 clamp_eff=1.000 | eval: kwta_empty=0/32 target_in_dict=5/32 spikes_mean=6704.16 top3_r2=0.0312 top3_c1=0.0000 mrr_c1=0.0219 raw_overlap=0.016 dict_concepts=64 | r2c1: l2=163.7563 nz_upd=42000 max|Δw|=0.8000 sum|Δw|=23089.2217 tgt_w=0.7985 non_w=0.7974 w_ratio=1.001 | btsp: plateau_events=226512 potentiation_events=18735600
